index,Timestamp,group,sex,age,experience,category,cloud,language,framework,sourceControl,useTesters,useCI,stackoverflow,githubStars,jobType,workType,workingLanguage,employer,placement,revenuePlace,satisfied,hoursPerMonth,deservedSalary,pandemicInfluence,unarebiResults,gpa,education,workstationType,workstation,computerModel,ram,memoryType,memorySize,averageMonthlyRevenue
217,10/8/2020 10:02:59,"Group - ""Georgian Web & Mobile Development Industry"" ",male,27-29,9-12 years,Full Stack Developer,AWS,TypeScript,Angular,Git,yes,Jenkins,400-700,0-10,Full Time,Remote  - International Projects,english,information technologies,georgia,united states,so so,160-200,10k-15k,no influence,no answer,no answer,dropout master,laptop,"Macbook ",Macbook,16 gb,SSD  (fast),256 gb,15k-20k
218,10/10/2020 8:51:42,"Group - ""Georgian Web & Mobile Development Industry"" ",male,21-23,2-4 years,Front End Developer,don't use,Javascript,React,Git,no,don't use,don't have account,0-10,Part Time,Remote  - Local Projects,georgian,information technologies,georgia,georgia,no,40-100,1000-1500,"yes, decreased",60-70 %,2.5-3,studying -  bachelor,Desktop computer,no answer,no answer,8 gb,SSD  (fast),256 gb,500-999
219,10/10/2020 10:25:20,Sysadmins GE,male,21-23,2-4 years,System Administrator,AWS,neither,neither,don't use,no,don't use,no answer,no answer,Full Time,Office - Local Projects,georgian,insurance,georgia,georgia,yes,160-240,1500-2000,"yes, increased",70-80 %,2-2.5,finished -  bachelor,laptop,no answer,no answer,8 gb,SSD  (fast),256 gb,1000-1499
220,10/8/2020 19:21:06,friend,male,27-29,9-12 years,Back End Developer,don't use,Javascript,neither,Git,no,Circle CI,400-700,0-10,Full Time,Remote  - International Projects,english,information technologies,georgia,united states,yes,300-400,15k-20k,no influence,80-90 %,2-2.5,finished -  bachelor,laptop,"Macbook ",Macbook,16 gb,SSD  (fast),512 gb,15k-20k
221,10/9/2020 1:57:07,"Group - ""Georgian Web & Mobile Development Industry"" ",male,24-26,don't have,Front End Developer,don't use,Javascript,React,Git,no,no answer,no answer,no answer,not employed,no answer,georgian,no answer,georgia,georgia,no answer,no answer,no answer,no answer,no answer,no answer,finished college,laptop,"Macbook ",Macbook,8 gb,SSD  (fast),128 gb,no answer
222,10/8/2020 1:18:36,"Group - ""Remote Work - Georgian Community"" ",male,30-34,12-15 years,Full Stack Developer,Digital Ocean,PHP,Laravel,Git,no,don't use,10-100,10-20,Part Time,Remote  - International Projects,georgian,information technologies,georgia,united kingdom,yes,40-100,15k-20k,no influence,no answer,no answer,bachelor dropout,no answer,"Macbook ",Macbook,16 gb,SSD  (fast),512 gb,15k-20k
223,10/10/2020 13:17:20,"Group - ""Remote Work - Georgian Community"" ",male,24-26,1-2 years,ML Engineer,don't use,Python,"Tensorflow ",Git,no,don't use,0-10,0-10,Full Time,Office -  International Projects,english,information technologies,georgia,georgia,yes,160-200,3k-4k,no influence,90 - 100 %,3.7-3.8,studying - PHD,laptop,Acer Aspire,Acer,16 gb,"both (SSD, HDD)",1 tb,3k-4k
224,10/10/2020 13:31:23,friend,male,27-29,1-2 years,Data Scientist,don't use,Python,neither,Git,no,don't use,no answer,0-10,Full Time,Office - Local Projects,georgian,finances,georgia,georgia,yes,40-100,2k-3k,no influence,80-90 %,3.5-3.7,finished - master,both,HP EliteBook,HP,16 gb,SSD  (fast),256 gb,2k-3k
225,10/9/2020 12:56:17,Linkedin,male,30-34,2-4 years,Full Stack Developer,AWS,TypeScript,React,Git,yes,Bitbucket pipelines,100-200,0-10,Full Time,Remote  - International Projects,english,information technologies,georgia,united kingdom,yes,160-200,15k-20k,no influence,80-90 %,no answer,bachelor dropout,laptop,"Macbook ",Macbook,8 gb,SSD  (fast),256 gb,7k-10k
226,10/10/2020 14:35:28,friend,female,21-23,1-2 years,ML Engineer,don't use,Python,neither,Git,no,don't use,0-10,0-10,Full Time,Office -  International Projects,english,information technologies,georgia,sweden,so so,160-240,3k-4k,no influence,90 - 100 %,3.7-3.8,finished -  bachelor,laptop,Acer Aspire,Acer,12 gb,HDD (slow),1 tb,2k-3k
227,10/8/2020 1:30:26,"Group - ""Georgian Web & Mobile Development Industry"" ",male,30-34,6-9 years,Full Stack Developer,don't use,Java,Spring,Git,yes,Jenkins,400-700,0-10,Full Time,Remote  - International Projects,english,information technologies,georgia,germany,yes,40-100,20k-30k,no influence,no answer,3-3.5,finished -  bachelor,Desktop computer,no answer,no answer,16 gb,"both (SSD, HDD)",1 TB,15k-20k
228,10/10/2020 15:07:18,JavaScript Georgia,male,18-20,1-2 years,Back End Developer,AWS,Java,Spring,Git,no,Jenkins,don't have account,10-20,Full Time,Office -  International Projects,georgian,finances,georgia,georgia,yes,100-160,2k-3k,no influence,70-80 %,1-1.5,studying -  bachelor,laptop,Asus ZenBook,Asus,16 gb,SSD  (fast),1 tb,2k-3k
229,10/16/2020 20:48:02,friend,male,24-26,4-6 years,Full Stack Developer,AZURE,C#,.NET Core,Git,yes,Teamcity,200-400,100-500,Full Time,Office -  International Projects,english,medical,israel,israel,yes,40-100,30k-50k,no influence,90 - 100 %,3-3.5,finished -  bachelor,Desktop computer,no answer,no answer,32 gb,SSD  (fast),512 gb,20k-30k
230,10/10/2020 15:33:56,friend,male,24-26,2-4 years,DevOps Engineer,AZURE,Java,Testng,TFS,yes,Jenkins,10-100,0-10,Full Time,Office - Local Projects,georgian,information technologies,georgia,georgia,yes,0-40,4k-5k,no influence,80-90 %,2-2.5,studying -  bachelor,laptop,HP Probook,HP,16 gb,SSD  (fast),256 gb,3k-4k
231,10/10/2020 16:18:34,friend,male,27-29,6-9 years,Back End Developer,QLik,Native Qlik,neither,don't use,no,don't use,don't have account,don't have account,Full Time,Office - Local Projects,georgian,information technologies,georgia,georgia,no,100-160,3k-4k,no influence,90 - 100 %,3-3.5,finished -  bachelor,laptop,Lenovo Ideapad,Lenovo,8 gb,"both (SSD, HDD)",256 gb,2k-3k
232,10/10/2020 16:25:57,friend,female,30-34,don't have,Support Specialist,no answer,neither,neither,don't use,no,don't use,don't have account,don't have account,not employed,no answer,no answer,no answer,georgia,germany,no answer,40-100,2k-3k,no answer,50-60 %,3.5-3.7,finished -  bachelor,both,"Macbook Air ",Macbook,16 gb,no answer,no answer,no answer
233,10/11/2020 21:46:44,friend,male,27-29,6-9 years,Mobile Apps Developer,no answer,Kotlin,neither,Git,yes,Github Actions,200-400,0-10,Full Time,Office - Local Projects,english,information technologies,estonia,estonia,yes,0-40,10k-15k,no influence,80-90 %,2-2.5,finished - master,laptop,"Macbook ",Macbook,16 gb,SSD  (fast),512 gb,7k-10k
234,10/11/2020 13:19:27,"Group - ""Remote Work - Georgian Community"" ",male,24-26,6-9 years,Back End Developer,Google Cloud Platform,Python,neither,Git,no,Travis,don't have account,don't have account,Full Time,Remote  - International Projects,english,information technologies,georgia,netherlands,yes,300-400,20k-30k,no influence,80-90 %,3.8-3.9,finished - master,laptop,Asus ZenBook,Asus,16 gb,SSD  (fast),512 gb,20k-30k
235,10/10/2020 17:16:42,JavaScript Georgia,no answer,21-23,1-2 years,Full Stack Developer,AWS,Javascript,no answer,Git,yes,Circle CI,don't have account,0-10,Both (Full time + Part Time),no answer,georgian,information technologies,georgia,united kingdom,no,0-40,100k+,no influence,no answer,no answer,studying -  bachelor,laptop,"Macbook Air ",Macbook,8 gb,SSD  (fast),512 gb,3k-4k
236,10/13/2020 23:44:06,"Group - ""Tech Jobs Georgia""",male,24-26,4-6 years,Front End Developer,Digital Ocean,Javascript,Vue,Git,no,don't use,don't have account,20-50,Both (Full time + Part Time),Office -  International Projects,georgian,information technologies,georgia,georgia,yes,240-300,5k-6k,no influence,50-60 %,2-2.5,finished -  bachelor,laptop,"Macbook ",Macbook,16 gb,SSD  (fast),512 gb,3k-4k
237,10/10/2020 18:09:35,friend,male,21-23,2-4 years,Full Stack Developer,AWS,Python,Django,Git,yes,no answer,0-10,0-10,Part Time,no answer,georgian,finances,georgia,georgia,no,160-200,10k-15k,no influence,90 - 100 %,1-1.5,just school,both,no answer,no answer,16 gb,SSD  (fast),512 gb,3k-4k
238,10/10/2020 18:18:51,Sysadmins GE,male,24-26,1-2 years,Back End Developer,don't use,Javascript,Express,Git,no,Gitlab CI,0-10,0-10,Full Time,Office - Local Projects,georgian,government org,georgia,georgia,no,100-160,3k-4k,no influence,90 - 100 %,2.5-3,finished -  bachelor,Desktop computer,Huawei Matebook,Huawei,16 gb,SSD  (fast),512 gb,2k-3k
239,10/10/2020 18:30:18,JavaScript Georgia,male,24-26,0-1 years,Front End Developer,don't use,Javascript,neither,Git,yes,Jenkins,10-100,0-10,Full Time,Remote  - International Projects,english,information technologies,georgia,georgia,yes,160-200,1000-1500,no influence,70-80 %,2.5-3,finished -  bachelor,Desktop computer,no answer,no answer,8 gb,SSD  (fast),4 tb,500-999
240,10/10/2020 18:35:36,"Group - ""Georgian Web & Mobile Development Industry"" ",female,18-20,don't have,Data Scientist,don't use,Java,.NET,don't use,no,don't use,don't have account,don't have account,not employed,no answer,georgian,no answer,georgia,georgia,no answer,160-240,1000-1500,no influence,50-60 %,4,studying -  bachelor,laptop,no answer,no answer,4 gb,SSD  (fast),512 gb,no answer
241,10/7/2020 23:27:24,"Group - ""Georgian Web & Mobile Development Industry"" ",male,21-23,4-6 years,ML Engineer,AWS,Python,PyTorch,Git,yes,Jenkins,don't have account,20-50,Both (Full time + Part Time),Office -  International Projects,english,information technologies,georgia,georgia,yes,160-240,15k-20k,"yes, increased",90 - 100 %,2.5-3,studying -  bachelor,laptop,"Macbook ",Macbook,16 gb,SSD  (fast),512 gb,3k-4k
242,10/12/2020 20:23:23,JavaScript Georgia,male,24-26,6-9 years,Full Stack Developer,Heroku,Javascript,React,Git,no,Circle CI,700-1000,20-50,Full Time,Remote  - International Projects,english,information technologies,georgia,united states,yes,100-160,20k-30k,no influence,90 - 100 %,3-3.5,studying - master,laptop,Macbook Pro,Macbook,16 gb,SSD  (fast),1 tb,20k-30k
243,10/10/2020 19:16:10,Sysadmins GE,male,21-23,1-2 years,System Administrator,AWS,no answer,no answer,Git,no,Jenkins,no answer,no answer,Full Time,Office - Local Projects,georgian,information technologies,georgia,georgia,yes,160-240,2k-3k,"yes, increased",80-90 %,1.5-2,studying -  bachelor,Desktop computer,no answer,no answer,16 gb,SSD  (fast),256 gb,2k-3k
244,10/10/2020 20:54:44,JavaScript Georgia,male,21-23,4-6 years,Full Stack Developer,Digital Ocean,Javascript,Vue,Git,yes,Gitlab CI,200-400,0-10,Full Time,Office -  International Projects,georgian,gambling,georgia,georgia,yes,160-240,7k-10k,no influence,80-90 %,3-3.5,studying -  bachelor,laptop,Macbook Pro,Macbook,16 gb,SSD  (fast),256 gb,7k-10k
245,10/10/2020 20:56:19,"Group - ""Remote Work - Georgian Community"" ",male,24-26,4-6 years,Full Stack Developer,Digital Ocean,TypeScript,Angular,Git,yes,Jenkins,10-100,10-20,Both (Full time + Part Time),Remote  - International Projects,english,information technologies,georgia,united states,yes,160-240,10k-15k,no influence,60-70 %,3.8-3.9,studying - master,laptop,Macbook Pro,Macbook,16 gb,SSD  (fast),512 gb,7k-10k
246,10/10/2020 21:26:43,"Group - ""Georgian Web & Mobile Development Industry"" ",male,21-23,4-6 years,Back End Developer,Digital Ocean,Javascript,Express,Git,no,Gitlab CI,0-10,0-10,Full Time,Remote  - Local Projects,georgian,information technologies,georgia,georgia,yes,40-100,5k-6k,"yes, increased",90 - 100 %,3.8-3.9,finished -  bachelor,laptop,Macbook Pro,Macbook,32 gb,SSD  (fast),1 tb,2k-3k
247,10/10/2020 21:59:14,friend,male,30-34,12-15 years,Full Stack Developer,AWS,Java,Spring,Git,yes,Jenkins,1000-2000,10-20,Full Time,Remote  - International Projects,english,finances,georgia,united states,yes,400+,no answer,no influence,90 - 100 %,3-3.5,finished - master,laptop,no answer,no answer,16 gb,SSD  (fast),256 gb,no answer
248,10/10/2020 10:29:37,Linkedin,male,30-34,9-12 years,Full Stack Developer,don't use,C#,.NET Core,TFS,no,Circle CI,don't have account,don't have account,Both (Full time + Part Time),Remote  - International Projects,georgian,information technologies,georgia,united states,yes,160-240,20k-30k,no influence,40-50 %,4,finished - master,laptop,no answer,no answer,16 gb,SSD  (fast),512 gb,20k-30k
249,10/10/2020 22:39:15,Linkedin,female,21-23,2-4 years,Back End Developer,don't use,Python,neither,Git,yes,Jenkins,don't have account,don't have account,Full Time,Remote  - Local Projects,georgian,finances,georgia,georgia,yes,160-200,1500-2000,"yes, increased",60-70 %,3-3.5,finished -  bachelor,laptop,Lenovo Ideapad,Lenovo,8 gb,SSD  (fast),256 gb,1000-1499
250,10/8/2020 0:18:52,Linkedin,male,21-23,1-2 years,Back End Developer,AZURE,C#,.NET Core,Git,no,Azure Devops,don't have account,0-10,Full Time,Office - Local Projects,georgian,information technologies,georgia,georgia,no,240-300,7k-10k,no influence,50-60 %,0-0.5,just school,Desktop computer,"PC ",PC,8 gb,SSD  (fast),256 gb,2k-3k
251,10/11/2020 1:25:45,"Group - ""Georgian Web & Mobile Development Industry"" ",female,21-23,don't have,Data Scientist,Digital Ocean,Python,neither,don't use,no,no answer,no answer,no answer,not employed,no answer,no answer,no answer,georgia,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer
252,10/8/2020 0:45:32,"Group - ""Remote Work - Georgian Community"" ",male,24-26,6-9 years,Front End Developer,don't use,TypeScript,Angular,Git,yes,Teamcity,2000-5000,0-10,Full Time,Remote  - International Projects,english,information technologies,georgia,united states,yes,160-200,7k-10k,no influence,80-90 %,1-1.5,bachelor dropout,Desktop computer,"PC ",PC,16 gb,SSD  (fast),256 gb,7k-10k
253,10/13/2020 4:24:42,Sysadmins GE,male,40-44,20-25 years,Network Administrator,AWS,Python,Django,Git,yes,don't use,don't have account,0-10,Full Time,Remote  - International Projects,english,medical,USA,united states,yes,100-160,30k-50k,"yes, increased",no answer,no answer,finished -  bachelor,laptop,"Macbook ",Macbook,8 gb,SSD  (fast),1 tb,20k-30k
254,10/8/2020 1:09:25,"Group - ""Georgian Web & Mobile Development Industry"" ",male,27-29,6-9 years,Support Specialist,don't use,Javascript,neither,Git,no,don't use,don't have account,0-10,Full Time,Office - Local Projects,georgian,gambling,georgia,georgia,yes,100-160,2k-3k,no influence,60-70 %,no answer,finished -  bachelor,Desktop computer,"PC ",PC,64 gb,SSD  (fast),128 gb,2k-3k
255,10/11/2020 11:53:17,JavaScript Georgia,male,21-23,2-4 years,Front End Developer,don't use,Javascript,Vue,TFS,no,don't use,don't have account,don't have account,Full Time,Office - Local Projects,georgian,non governmental org,georgia,georgia,no,0-40,1500-2000,no influence,not yet high education,0.5-1,finished college,Desktop computer,no answer,no answer,8 gb,SSD  (fast),256 gb,1000-1499
256,10/8/2020 4:27:10,"Group - ""Remote Work - Georgian Community"" ",male,27-29,4-6 years,Database Administrator,AWS,SQL,Angular,don't use,yes,don't use,don't have account,don't have account,Full Time,Remote  - Local Projects,georgian,gambling,georgia,georgia,yes,100-160,7k-10k,no influence,80-90 %,2.5-3,just school,Desktop computer,"PC ",PC,16 gb,SSD  (fast),1 tb,4k-5k
257,10/11/2020 12:17:08,"Group - ""Georgian Web & Mobile Development Industry"" ",male,24-26,2-4 years,Front End Developer,Digital Ocean,Javascript,React,Git,yes,don't use,0-10,0-10,Both (Full time + Part Time),Remote  - International Projects,english,information technologies,georgia,georgia,yes,240-300,2k-3k,no influence,60-70 %,2-2.5,finished -  bachelor,laptop,no answer,no answer,8 gb,SSD  (fast),512 gb,2k-3k
258,10/8/2020 8:41:24,"Group - ""Georgian Web & Mobile Development Industry"" ",male,27-29,9-12 years,Back End Developer,Digital Ocean,PHP,neither,Git,no,Travis,don't have account,100-500,not employed,Remote  - Local Projects,english,information technologies,georgia,georgia,no,100-160,5k-6k,no influence,70-80 %,3-3.5,finished -  bachelor,Desktop computer,"PC ",PC,8 gb,"both (SSD, HDD)",256 gb,2k-3k
259,10/11/2020 13:11:17,"Group - ""Georgian Web & Mobile Development Industry"" ",male,50+,25+,no answer,AZURE,neither,neither,no answer,yes,don't use,don't have account,don't have account,Both (Full time + Part Time),no answer,georgian,information technologies,georgia,georgia,yes,100-160,6k-7k,no influence,not yet high education,no answer,finished - master,laptop,no answer,no answer,8 gb,HDD (slow),1 tb,6k-7k
260,10/8/2020 2:37:11,JavaScript Georgia,male,21-23,4-6 years,Full Stack Developer,Digital Ocean,Javascript,React,Git,yes,Circle CI,100-200,0-10,Both (Full time + Part Time),Remote  - International Projects,english,information technologies,georgia,georgia,yes,160-200,6k-7k,no influence,no answer,no answer,finished -  bachelor,laptop,Macbook Pro,Macbook,8 gb,SSD  (fast),128 gb,30k-50k
261,10/8/2020 10:24:37,"Group - ""Georgian Web & Mobile Development Industry"" ",male,35-39,9-12 years,Back End Developer,no answer,C#,.NET,Git,no,don't use,0-10,0-10,Full Time,Office - Local Projects,georgian,insurance,georgia,georgia,no,160-200,4k-5k,no influence,not yet high education,3-3.5,finished -  bachelor,Desktop computer,"PC ",PC,16 gb,SSD  (fast),1 tb,2k-3k
262,10/11/2020 14:38:22,"Group - ""Remote Work - Georgian Community"" ",male,35-39,20-25 years,Back End Developer,AWS,Python,React,Git,no,Github Actions,400-700,0-10,Full Time,Office -  International Projects,english,information technologies,georgia,united states,yes,240-300,10k-15k,"yes, increased",not yet high education,no answer,finished - master,laptop,Lenovo Thinkpad,Lenovo,8 gb,SSD  (fast),256 gb,7k-10k
263,10/8/2020 11:27:14,JavaScript Georgia,male,30-34,don't have,no answer,don't use,neither,neither,don't use,no,don't use,don't have account,don't have account,not employed,no answer,georgian,no answer,georgia,georgia,no answer,0-40,1500-2000,no answer,not yet high education,no answer,finished college,Desktop computer,"PC ",PC,3 Gb,HDD (slow),256 gb,no answer
264,10/8/2020 12:12:53,"Group - ""Georgian Web & Mobile Development Industry"" ",male,21-23,1-2 years,Back End Developer,AWS,Ruby,Rails,Git,yes,no answer,0-10,10-20,Full Time,Office - Local Projects,georgian,medical,georgia,georgia,yes,160-200,1500-2000,no influence,70-80 %,3.5-3.7,studying -  bachelor,Desktop computer,"PC ",PC,16 gb,HDD (slow),don't know,1000-1499
265,10/11/2020 18:00:08,Linkedin,male,27-29,9-12 years,Full Stack Developer,AZURE,C#,.NET,Git,no,Azure Devops,10-100,0-10,Full Time,Office - Local Projects,georgian,information technologies,georgia,georgia,yes,160-200,7k-10k,no influence,60-70 %,3-3.5,finished -  bachelor,laptop,Lenovo Thinkpad,Lenovo,24 gb,SSD  (fast),512 gb,3k-4k
266,10/10/2020 7:41:36,JavaScript Georgia,male,18-20,don't have,Electrical Engineer,Digital Ocean,Python,neither,Git,no,don't use,0-10,0-10,not employed,no answer,english,no answer,georgia,georgia,no answer,0-40,2k-3k,no influence,90 - 100 %,2.5-3,studying -  bachelor,laptop,no answer,no answer,4 gb,HDD (slow),512 gb,no answer
267,10/11/2020 21:53:29,Sysadmins GE,male,24-26,4-6 years,Network Administrator,Google Cloud Platform,neither,neither,Git,no,don't use,don't have account,0-10,Full Time,Office - Local Projects,georgian,educational,georgia,georgia,no,160-240,3k-4k,"yes, increased",no answer,no answer,studying - master,tablet,no answer,no answer,16 gb,SSD  (fast),128 gb,1500-1999
268,10/11/2020 22:30:10,JavaScript Georgia,male,30-34,6-9 years,DevOps Engineer,don't use,PHP,React,Git,no,don't use,10-100,don't have account,no answer,no answer,georgian,information technologies,georgia,georgia,yes,160-240,15k-20k,"yes, decreased",80-90 %,3.8-3.9,finished -  bachelor,Desktop computer,no answer,no answer,16 gb,HDD (slow),512 gb,2k-3k
269,10/12/2020 0:53:32,Sysadmins GE,male,30-34,15-20 years,System Administrator,don't use,neither,neither,don't use,no,don't use,don't have account,don't have account,Both (Full time + Part Time),Office - Local Projects,georgian,non governmental org,georgia,georgia,yes,240-300,5k-6k,no influence,not yet high education,no answer,finished -  bachelor,Desktop computer,no answer,no answer,32 gb,SSD  (fast),8 tb,5k-6k
270,10/12/2020 1:11:17,JavaScript Georgia,male,30-34,9-12 years,Full Stack Developer,don't use,Javascript,Spring,Git,no,Gitlab CI,0-10,0-10,Both (Full time + Part Time),Remote  - Local Projects,georgian,government org,georgia,georgia,no,240-300,10k-15k,no influence,90 - 100 %,no answer,finished - master,laptop,Dell XPS,Dell,32 gb,SSD  (fast),256 gb,5k-6k
271,10/12/2020 10:34:34,"Group - ""Georgian Web & Mobile Development Industry"" ",male,27-29,6-9 years,Full Stack Developer,AZURE,C#,.NET,TFS,yes,don't use,10-100,0-10,Full Time,Office -  International Projects,english,finances,georgia,georgia,yes,40-100,5k-6k,"yes, increased",60-70 %,no answer,finished -  bachelor,laptop,Dell Inspirion,Dell,16 gb,SSD  (fast),512 gb,5k-6k
272,10/8/2020 22:18:39,JavaScript Georgia,male,27-29,2-4 years,Front End Developer,don't use,TypeScript,Angular,Git,yes,Jenkins,don't have account,0-10,Full Time,Office -  International Projects,georgian,information technologies,georgia,georgia,yes,240-300,5k-6k,no influence,60-70 %,2.5-3,finished - master,laptop,Dell XPS,Dell,32 gb,SSD  (fast),512 gb,30k-50k
273,10/12/2020 13:01:47,"Group - ""Georgian Web & Mobile Development Industry"" ",male,24-26,4-6 years,Full Stack Developer,AWS,PHP,Laravel,Git,yes,Jenkins,200-400,0-10,Full Time,Office -  International Projects,georgian,information technologies,georgia,georgia,yes,100-160,20k-30k,no influence,70-80 %,1-1.5,finished -  bachelor,laptop,Macbook Pro,Macbook,16 gb,SSD  (fast),512 gb,6k-7k
274,10/12/2020 13:16:03,JavaScript Georgia,no answer,18-20,0-1 years,Full Stack Developer,Digital Ocean,PHP,Codeigniter,Git,no,don't use,don't have account,0-10,Full Time,Office - Local Projects,georgian,finances,georgia,georgia,no,240-300,1500-2000,no influence,70-80 %,0-0.5,studying -  bachelor,laptop,HP Probook,HP,8 gb,SSD  (fast),256 gb,500-999
275,10/12/2020 13:39:22,friend,male,27-29,4-6 years,Front End Developer,AWS,TypeScript,Angular,Git,yes,Teamcity,don't have account,no answer,Full Time,Office -  International Projects,english,gambling,estonia,estonia,yes,160-200,7k-10k,no influence,70-80 %,3-3.5,finished -  bachelor,laptop,Dell XPS,Dell,32 gb,SSD  (fast),512 gb,7k-10k
276,10/12/2020 14:19:27,JavaScript Georgia,male,30-34,4-6 years,System Administrator,don't use,Java,neither,don't use,no,don't use,don't have account,don't have account,Full Time,Office - Local Projects,georgian,educational,georgia,India,yes,240-300,5k-6k,no influence,60-70 %,no answer,finished -  bachelor,laptop,Asus ROG,Asus,8 gb,no answer,512 gb,no answer
277,10/12/2020 15:19:24,JavaScript Georgia,male,18-20,2-4 years,System Administrator,AZURE,C#,.NET Core,Git,no,don't use,don't have account,don't have account,Both (Full time + Part Time),Office - Local Projects,georgian,information technologies,georgia,georgia,yes,240-300,1500-2000,"yes, decreased",50-60 %,2.5-3,studying -  bachelor,laptop,Lenovo Ideapad,Lenovo,16 gb,SSD  (fast),1 tb,1000-1499
278,10/12/2020 17:09:00,Sysadmins GE,male,27-29,6-9 years,System Administrator,Digital Ocean,Python,Django,Git,no,don't use,5k-10k,1000-3000,Both (Full time + Part Time),Remote  - Local Projects,english,government org,georgia,canada,no,400+,20k-30k,"yes, decreased",70-80 %,no answer,studying - PHD,laptop,Lenovo Thinkpad,Lenovo,16 gb,SSD  (fast),512 gb,7k-10k
279,10/12/2020 17:42:18,"Group - ""Georgian Web & Mobile Development Industry"" ",male,27-29,don't have,Network Administrator,don't use,PHP,.NET,Subversion,no,Circle CI,2000-5000,50-100,not employed,no answer,english,no answer,georgia,georgia,no answer,240-300,2k-3k,no answer,70-80 %,2-2.5,finished -  bachelor,laptop,Lenovo Thinkpad,Lenovo,8 gb,SSD  (fast),512 gb,no answer
280,10/14/2020 2:42:01,"Group - ""Tech Jobs Georgia""",female,27-29,4-6 years,Full Stack Developer,AWS,PHP,React,Git,yes,Jenkins,don't have account,100-500,Full Time,Office -  International Projects,english,information technologies,USA,united states,yes,300-400,30k-50k,no influence,no answer,3.7-3.8,finished -  bachelor,laptop,Macbook Pro,Macbook,32 gb,SSD  (fast),1 tb,30k-50k
281,10/8/2020 18:14:21,JavaScript Georgia,male,21-23,1-2 years,Full Stack Developer,don't use,Python,Django,Git,no,don't use,0-10,0-10,not employed,no answer,english,no answer,georgia,georgia,no answer,no answer,300-500,no influence,70-80 %,3.5-3.7,studying -  bachelor,Desktop computer,"PC ",PC,8 gb,SSD  (fast),512 gb,0-299
282,10/13/2020 23:22:01,"Group - ""Tech Jobs Georgia""",no answer,27-29,9-12 years,Data Scientist,AWS,Python,Torch,Git,no,Gitlab CI,400-700,0-10,Both (Full time + Part Time),Remote  - International Projects,english,non governmental org,georgia,georgia,yes,160-240,7k-10k,no influence,90 - 100 %,3.8-3.9,studying - master,laptop,no answer,no answer,8 gb,SSD  (fast),512 gb,30k-50k
283,10/12/2020 22:10:14,JavaScript Georgia,male,18-20,0-1 years,Front End Developer,don't use,Javascript,React,Git,no answer,don't use,0-10,20-50,not employed,Remote  - Local Projects,georgian,information technologies,georgia,India,no,0-40,1000-1500,no influence,80-90 %,3.7-3.8,studying -  bachelor,laptop,no answer,no answer,16 gb,SSD  (fast),no answer,500-999
284,10/8/2020 6:25:47,"Group - ""Georgian Web & Mobile Development Industry"" ",male,30-34,12-15 years,Full Stack Developer,AWS,TypeScript,React,Git,yes,Jenkins,0-10,0-10,Both (Full time + Part Time),Remote  - International Projects,english,information technologies,USA,united states,yes,160-240,100k+,no influence,80-90 %,4,finished -  bachelor,laptop,Macbook Pro,Macbook,32 gb,SSD  (fast),1 tb,30k-50k
285,10/9/2020 12:35:33,JavaScript Georgia,female,18-20,0-1 years,Full Stack Developer,AWS,Javascript,React,Git,no,no answer,no answer,no answer,Full Time,Office -  International Projects,english,no answer,georgia,no answer,so so,160-240,500-1000,no influence,70-80 %,2-2.5,studying -  bachelor,both,"PC ",PC,8 gb,SSD  (fast),512 gb,500-999
286,10/9/2020 17:09:35,friend,male,15-17,don't have,Full Stack Developer,don't use,C#,.NET Core,Git,no,don't use,don't have account,0-10,not employed,no answer,english,no answer,georgia,georgia,no answer,no answer,1000-1500,no answer,not yet high education,no answer,just school,Desktop computer,"PC ",PC,8 gb,SSD  (fast),128 gb,no answer
287,10/9/2020 20:39:27,Sysadmins GE,male,27-29,4-6 years,Network Administrator,Onedrive,no answer,no answer,no answer,no answer,no answer,no answer,no answer,Both (Full time + Part Time),Office - Local Projects,georgian,sales,georgia,georgia,no,400+,1500-2000,"yes, decreased",no answer,no answer,finished college,both,"PC ",PC,16 gb,HDD (slow),1 tb,1000-1499
288,10/10/2020 11:15:13,Facebook,male,35-39,9-12 years,no answer,AZURE,neither,neither,don't use,no,don't use,don't have account,don't have account,Both (Full time + Part Time),no answer,georgian,medical,georgia,georgia,yes,160-200,2k-3k,"yes, decreased",no answer,no answer,finished -  bachelor,Desktop computer,"PC ",PC,16 gb,"both (SSD, HDD)",256 gb,2k-3k
289,10/13/2020 5:21:06,JavaScript Georgia,male,18-20,1-2 years,Back End Developer,don't use,PHP,Angular,Git,no,don't use,0-10,0-10,not employed,no answer,georgian,no answer,georgia,georgia,no answer,no answer,500-1000,no influence,not yet high education,no answer,just school,laptop,no answer,no answer,4 gb,HDD (slow),256 gb,no answer
290,10/10/2020 15:31:59,friend,male,27-29,2-4 years,Back End Developer,don't use,SQL,neither,don't use,yes,don't use,100-200,don't have account,Full Time,Office - Local Projects,georgian,gambling,georgia,georgia,yes,300-400,3k-4k,no influence,80-90 %,1.5-2,studying - master,Desktop computer,"PC ",PC,16 gb,"both (SSD, HDD)",1 tb,2k-3k
